tokenID,name,description,file_name,external_url,attributes[Palette],attributes[Scale],attributes[Style],attributes[Half],attributes[Pair],attributes[Twin],attributes[Seed]
148,Guizzo #148,"Guizzo, Edition half of pair 148 of 250. Lucente — the gleam, and what dulls it. Medium scale, mixed-style, rendered deterministically from seed 7z3d720w. Its Twin is Smorzato: free to claim for whoever holds this piece.",filament_1777667154469_0046_7z3d720w_Lucente_medium.webp,https://unrealfilament.art/edition/#148,Lucente,Medium,Mixed-style,Edition,148,Smorzato,7z3d720w
149,Fiammella #149,"Fiammella, Edition half of pair 149 of 250. Lucente — the gleam, and what dulls it. Medium scale, mixed-style, rendered deterministically from seed 8th46grv. Its Twin is Tizzone: free to claim for whoever holds this piece.",filament_1777667207016_0103_8th46grv_Lucente_medium.webp,https://unrealfilament.art/edition/#149,Lucente,Medium,Mixed-style,Edition,149,Tizzone,8th46grv
150,Intonaco #150,"Intonaco, Edition half of pair 150 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Medium scale, mixed-style, rendered deterministically from seed 3b1hnpjf. Its Twin is Pigmento: free to claim for whoever holds this piece.",filament_1777568407403_0010_3b1hnpjf_Fresco_medium.webp,https://unrealfilament.art/edition/#150,Fresco,Medium,Mixed-style,Edition,150,Pigmento,3b1hnpjf
151,Calce #151,"Calce, Edition half of pair 151 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Mixed scale, beads, rendered deterministically from seed 4ngkkd0n. Its Twin is Malachite: free to claim for whoever holds this piece.",filament_1777569195622_0011_4ngkkd0n_Fresco_mixed.webp,https://unrealfilament.art/edition/#151,Fresco,Mixed,Beads,Edition,151,Malachite,4ngkkd0n
152,Arriccio #152,"Arriccio, Edition half of pair 152 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Jumbo scale, beads, rendered deterministically from seed 5e85p7cv. Its Twin is Lapislazzuli: free to claim for whoever holds this piece.",filament_1777569574627_0061_5e85p7cv_Fresco_jumbo.webp,https://unrealfilament.art/edition/#152,Fresco,Jumbo,Beads,Edition,152,Lapislazzuli,5e85p7cv
153,Giornata #153,"Giornata, Edition half of pair 153 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Jumbo scale, beads, rendered deterministically from seed i78gmyxt. Its Twin is Pennellata: free to claim for whoever holds this piece.",filament_1777569596147_0096_i78gmyxt_Fresco_jumbo.webp,https://unrealfilament.art/edition/#153,Fresco,Jumbo,Beads,Edition,153,Pennellata,i78gmyxt
154,Muro #154,"Muro, Edition half of pair 154 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Jumbo scale, beads, rendered deterministically from seed w55eth6h. Its Twin is Colatura: free to claim for whoever holds this piece.",filament_1777569609615_0115_w55eth6h_Fresco_jumbo.webp,https://unrealfilament.art/edition/#154,Fresco,Jumbo,Beads,Edition,154,Colatura,w55eth6h
155,Tonachino #155,"Tonachino, Edition half of pair 155 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Jumbo scale, beads, rendered deterministically from seed bfclm3c9. Its Twin is Cinabrese: free to claim for whoever holds this piece.",filament_1777569634325_0154_bfclm3c9_Fresco_jumbo.webp,https://unrealfilament.art/edition/#155,Fresco,Jumbo,Beads,Edition,155,Cinabrese,bfclm3c9
156,Ponteggio #156,"Ponteggio, Edition half of pair 156 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Micro scale, mixed-style, rendered deterministically from seed k1ozy91u. Its Twin is Verdaccio: free to claim for whoever holds this piece.",filament_1777570155130_0096_k1ozy91u_Fresco_micro.webp,https://unrealfilament.art/edition/#156,Fresco,Micro,Mixed-style,Edition,156,Verdaccio,k1ozy91u
157,Cazzuola #157,"Cazzuola, Edition half of pair 157 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Mixed scale, mixed-style, rendered deterministically from seed ato15pau. Its Twin is Bolo: free to claim for whoever holds this piece.",filament_1777570344408_0092_ato15pau_Fresco_mixed.webp,https://unrealfilament.art/edition/#157,Fresco,Mixed,Mixed-style,Edition,157,Bolo,ato15pau
158,Frattazzo #158,"Frattazzo, Edition half of pair 158 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Mixed scale, mixed-style, rendered deterministically from seed kovamy4j. Its Twin is Azzurrite: free to claim for whoever holds this piece.",filament_1777666647336_0043_kovamy4j_Fresco_mixed.webp,https://unrealfilament.art/edition/#158,Fresco,Mixed,Mixed-style,Edition,158,Azzurrite,kovamy4j
159,Nicchia #159,"Nicchia, Edition half of pair 159 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Large scale, thin, rendered deterministically from seed m49ue1vb. Its Twin is Ocra: free to claim for whoever holds this piece.",filament_1777666650610_0047_m49ue1vb_Fresco_large.webp,https://unrealfilament.art/edition/#159,Fresco,Large,Thin,Edition,159,Ocra,m49ue1vb
160,Lunetta #160,"Lunetta, Edition half of pair 160 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Jumbo scale, mixed-style, rendered deterministically from seed 9rekyqbc. Its Twin is Chiaroscuro: free to claim for whoever holds this piece.",filament_1777667055320_0010_9rekyqbc_Fresco_jumbo.webp,https://unrealfilament.art/edition/#160,Fresco,Jumbo,Mixed-style,Edition,160,Chiaroscuro,9rekyqbc
161,Volta #161,"Volta, Edition half of pair 161 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Mixed scale, mixed-style, rendered deterministically from seed 5lf3fe9h. Its Twin is Grisaglia: free to claim for whoever holds this piece.",filament_1777667089186_0045_5lf3fe9h_Fresco_mixed.webp,https://unrealfilament.art/edition/#161,Fresco,Mixed,Mixed-style,Edition,161,Grisaglia,5lf3fe9h
162,Zoccolo #162,"Zoccolo, Edition half of pair 162 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Medium scale, mixed-style, rendered deterministically from seed f6kexpja. Its Twin is Bistro: free to claim for whoever holds this piece.",filament_1777667159484_0050_f6kexpja_Fresco_medium.webp,https://unrealfilament.art/edition/#162,Fresco,Medium,Mixed-style,Edition,162,Bistro,f6kexpja
163,Cornice #163,"Cornice, Edition half of pair 163 of 250. Fresco — wet plaster and the pigment that goes in while it holds. Jumbo scale, mixed-style, rendered deterministically from seed 5r54q4nx. Its Twin is Vernice: free to claim for whoever holds this piece.",filament_1777667166099_0057_5r54q4nx_Fresco_jumbo.webp,https://unrealfilament.art/edition/#163,Fresco,Jumbo,Mixed-style,Edition,163,Vernice,5r54q4nx
164,Argilla #164,"Argilla, Edition half of pair 164 of 250. Terra — the ground, and what comes out of it. Large scale, mixed-style, rendered deterministically from seed mo0tbcxo. Its Twin is Semina: free to claim for whoever holds this piece.",filament_1777569011237_0007_mo0tbcxo_Terra_large.webp,https://unrealfilament.art/edition/#164,Terra,Large,Mixed-style,Edition,164,Semina,mo0tbcxo
165,Zolla #165,"Zolla, Edition half of pair 165 of 250. Terra — the ground, and what comes out of it. Jumbo scale, beads, rendered deterministically from seed r79sl4ti. Its Twin is Raccolto: free to claim for whoever holds this piece.",filament_1777569559310_0036_r79sl4ti_Terra_jumbo.webp,https://unrealfilament.art/edition/#165,Terra,Jumbo,Beads,Edition,165,Raccolto,r79sl4ti
166,Creta #166,"Creta, Edition half of pair 166 of 250. Terra — the ground, and what comes out of it. Jumbo scale, beads, rendered deterministically from seed roe3pjtu. Its Twin is Spiga: free to claim for whoever holds this piece.",filament_1777569567186_0049_roe3pjtu_Terra_jumbo.webp,https://unrealfilament.art/edition/#166,Terra,Jumbo,Beads,Edition,166,Spiga,roe3pjtu
167,Tufo #167,"Tufo, Edition half of pair 167 of 250. Terra — the ground, and what comes out of it. Jumbo scale, beads, rendered deterministically from seed c0fh85ah. Its Twin is Covone: free to claim for whoever holds this piece.",filament_1777569609136_0114_c0fh85ah_Terra_jumbo.webp,https://unrealfilament.art/edition/#167,Terra,Jumbo,Beads,Edition,167,Covone,c0fh85ah
168,Marna #168,"Marna, Edition half of pair 168 of 250. Terra — the ground, and what comes out of it. Jumbo scale, beads, rendered deterministically from seed kn6cs0bp. Its Twin is Maggese: free to claim for whoever holds this piece.",filament_1777569639955_0161_kn6cs0bp_Terra_jumbo.webp,https://unrealfilament.art/edition/#168,Terra,Jumbo,Beads,Edition,168,Maggese,kn6cs0bp
169,Limo #169,"Limo, Edition half of pair 169 of 250. Terra — the ground, and what comes out of it. Mixed scale, mixed-style, rendered deterministically from seed basqiar6. Its Twin is Aratura: free to claim for whoever holds this piece.",filament_1777570129738_0083_basqiar6_Terra_mixed.webp,https://unrealfilament.art/edition/#169,Terra,Mixed,Mixed-style,Edition,169,Aratura,basqiar6
170,Sabbia #170,"Sabbia, Edition half of pair 170 of 250. Terra — the ground, and what comes out of it. Mixed scale, thin, rendered deterministically from seed m4mxm05d. Its Twin is Erpice: free to claim for whoever holds this piece.",filament_1777570145232_0092_m4mxm05d_Terra_mixed.webp,https://unrealfilament.art/edition/#170,Terra,Mixed,Thin,Edition,170,Erpice,m4mxm05d
171,Ghiaia #171,"Ghiaia, Edition half of pair 171 of 250. Terra — the ground, and what comes out of it. Micro scale, beads, rendered deterministically from seed 3jpk348r. Its Twin is Vendemmia: free to claim for whoever holds this piece.",filament_1777570241938_0037_3jpk348r_Terra_micro.webp,https://unrealfilament.art/edition/#171,Terra,Micro,Beads,Edition,171,Vendemmia,3jpk348r
172,Terriccio #172,"Terriccio, Edition half of pair 172 of 250. Terra — the ground, and what comes out of it. Medium scale, beads, rendered deterministically from seed g2d292p2. Its Twin is Fienile: free to claim for whoever holds this piece.",filament_1777666633888_0030_g2d292p2_Terra_medium.webp,https://unrealfilament.art/edition/#172,Terra,Medium,Beads,Edition,172,Fienile,g2d292p2
173,Polvere #173,"Polvere, Edition half of pair 173 of 250. Terra — the ground, and what comes out of it. Medium scale, mixed-style, rendered deterministically from seed ev82xaps. Its Twin is Aratro: free to claim for whoever holds this piece.",filament_1777666635823_0031_ev82xaps_Terra_medium.webp,https://unrealfilament.art/edition/#173,Terra,Medium,Mixed-style,Edition,173,Aratro,ev82xaps
174,Fango #174,"Fango, Edition half of pair 174 of 250. Terra — the ground, and what comes out of it. Mixed scale, mixed-style, rendered deterministically from seed hwbgecer. Its Twin is Semenza: free to claim for whoever holds this piece.",filament_1777666836425_0046_hwbgecer_Terra_mixed.webp,https://unrealfilament.art/edition/#174,Terra,Mixed,Mixed-style,Edition,174,Semenza,hwbgecer
175,Terracotta #175,"Terracotta, Edition half of pair 175 of 250. Terra — the ground, and what comes out of it. Medium scale, mixed-style, rendered deterministically from seed 4prg3vi2. Its Twin is Frutteto: free to claim for whoever holds this piece.",filament_1777667043256_0013_4prg3vi2_Terra_medium.webp,https://unrealfilament.art/edition/#175,Terra,Medium,Mixed-style,Edition,175,Frutteto,4prg3vi2
176,Mattone #176,"Mattone, Edition half of pair 176 of 250. Terra — the ground, and what comes out of it. Large scale, mixed-style, rendered deterministically from seed ixrruakq. Its Twin is Orto: free to claim for whoever holds this piece.",filament_1777667059584_0015_ixrruakq_Terra_large.webp,https://unrealfilament.art/edition/#176,Terra,Large,Mixed-style,Edition,176,Orto,ixrruakq
177,Gesso #177,"Gesso, Edition half of pair 177 of 250. Terra — the ground, and what comes out of it. Large scale, mixed-style, rendered deterministically from seed mens3hma. Its Twin is Fioritura: free to claim for whoever holds this piece.",filament_1777667132504_0022_mens3hma_Terra_large.webp,https://unrealfilament.art/edition/#177,Terra,Large,Mixed-style,Edition,177,Fioritura,mens3hma
178,Sasso #178,"Sasso, Edition half of pair 178 of 250. Terra — the ground, and what comes out of it. Mixed scale, mixed-style, rendered deterministically from seed eswsczqz. Its Twin is Ginestra: free to claim for whoever holds this piece.",filament_1777667220526_0122_eswsczqz_Terra_mixed.webp,https://unrealfilament.art/edition/#178,Terra,Mixed,Mixed-style,Edition,178,Ginestra,eswsczqz
179,Sagoma #179,"Sagoma, Edition half of pair 179 of 250. Ombra — the dark place and the small light someone carried in. Jumbo scale, beads, rendered deterministically from seed 9s6znv4j. Its Twin is Lucerna: free to claim for whoever holds this piece.",filament_1777569545978_0016_9s6znv4j_Ombra_jumbo.webp,https://unrealfilament.art/edition/#179,Ombra,Jumbo,Beads,Edition,179,Lucerna,9s6znv4j
180,Eclissi #180,"Eclissi, Edition half of pair 180 of 250. Ombra — the dark place and the small light someone carried in. Large scale, beads, rendered deterministically from seed wkkkndl6. Its Twin is Candela: free to claim for whoever holds this piece.",filament_1777570046853_0012_wkkkndl6_Ombra_large.webp,https://unrealfilament.art/edition/#180,Ombra,Large,Beads,Edition,180,Candela,wkkkndl6
181,Cripta #181,"Cripta, Edition half of pair 181 of 250. Ombra — the dark place and the small light someone carried in. Mixed scale, beads, rendered deterministically from seed 5jbh52y5. Its Twin is Torcia: free to claim for whoever holds this piece.",filament_1777570064091_0027_5jbh52y5_Ombra_mixed.webp,https://unrealfilament.art/edition/#181,Ombra,Mixed,Beads,Edition,181,Torcia,5jbh52y5
182,Androne #182,"Androne, Edition half of pair 182 of 250. Ombra — the dark place and the small light someone carried in. Jumbo scale, mixed-style, rendered deterministically from seed k6ddl1c6. Its Twin is Lampada: free to claim for whoever holds this piece.",filament_1777570086715_0051_k6ddl1c6_Ombra_jumbo.webp,https://unrealfilament.art/edition/#182,Ombra,Jumbo,Mixed-style,Edition,182,Lampada,k6ddl1c6
183,Sottoportico #183,"Sottoportico, Edition half of pair 183 of 250. Ombra — the dark place and the small light someone carried in. Mixed scale, beads, rendered deterministically from seed yu75c8hc. Its Twin is Fiaccola: free to claim for whoever holds this piece.",filament_1777570112528_0070_yu75c8hc_Ombra_mixed.webp,https://unrealfilament.art/edition/#183,Ombra,Mixed,Beads,Edition,183,Fiaccola,yu75c8hc
184,Vicolo #184,"Vicolo, Edition half of pair 184 of 250. Ombra — the dark place and the small light someone carried in. Micro scale, mixed-style, rendered deterministically from seed eyhdq3ar. Its Twin is Candelabro: free to claim for whoever holds this piece.",filament_1777570299002_0069_eyhdq3ar_Ombra_micro.webp,https://unrealfilament.art/edition/#184,Ombra,Micro,Mixed-style,Edition,184,Candelabro,eyhdq3ar
185,Antro #185,"Antro, Edition half of pair 185 of 250. Ombra — the dark place and the small light someone carried in. Micro scale, mixed-style, rendered deterministically from seed nztsk6ph. Its Twin is Lume: free to claim for whoever holds this piece.",filament_1777570316140_0080_nztsk6ph_Ombra_micro.webp,https://unrealfilament.art/edition/#185,Ombra,Micro,Mixed-style,Edition,185,Lume,nztsk6ph
186,Grotta #186,"Grotta, Edition half of pair 186 of 250. Ombra — the dark place and the small light someone carried in. Large scale, thin, rendered deterministically from seed nporeba9. Its Twin is Falò: free to claim for whoever holds this piece.",filament_1777570350409_0098_nporeba9_Ombra_large.webp,https://unrealfilament.art/edition/#186,Ombra,Large,Thin,Edition,186,Falò,nporeba9
187,Cantina #187,"Cantina, Edition half of pair 187 of 250. Ombra — the dark place and the small light someone carried in. Mixed scale, mixed-style, rendered deterministically from seed niim5ytp. Its Twin is Braciere: free to claim for whoever holds this piece.",filament_1777666799867_0006_niim5ytp_Ombra_mixed.webp,https://unrealfilament.art/edition/#187,Ombra,Mixed,Mixed-style,Edition,187,Braciere,niim5ytp
188,Cunicolo #188,"Cunicolo, Edition half of pair 188 of 250. Ombra — the dark place and the small light someone carried in. Large scale, mixed-style, rendered deterministically from seed xoykn3h7. Its Twin is Miccia: free to claim for whoever holds this piece.",filament_1777666808764_0016_xoykn3h7_Ombra_large.webp,https://unrealfilament.art/edition/#188,Ombra,Large,Mixed-style,Edition,188,Miccia,xoykn3h7
189,Anfratto #189,"Anfratto, Edition half of pair 189 of 250. Ombra — the dark place and the small light someone carried in. Large scale, beads, rendered deterministically from seed 72h32kzu. Its Twin is Stoppino: free to claim for whoever holds this piece.",filament_1777666811305_0019_72h32kzu_Ombra_large.webp,https://unrealfilament.art/edition/#189,Ombra,Large,Beads,Edition,189,Stoppino,72h32kzu
190,Voragine #190,"Voragine, Edition half of pair 190 of 250. Ombra — the dark place and the small light someone carried in. Mixed scale, mixed-style, rendered deterministically from seed dxzy5dsw. Its Twin is Vampa: free to claim for whoever holds this piece.",filament_1777667039343_0010_dxzy5dsw_Ombra_mixed.webp,https://unrealfilament.art/edition/#190,Ombra,Mixed,Mixed-style,Edition,190,Vampa,dxzy5dsw
191,Sotterraneo #191,"Sotterraneo, Edition half of pair 191 of 250. Ombra — the dark place and the small light someone carried in. Large scale, mixed-style, rendered deterministically from seed q13cs4h0. Its Twin is Focolare: free to claim for whoever holds this piece.",filament_1777667138368_0029_q13cs4h0_Ombra_large.webp,https://unrealfilament.art/edition/#191,Ombra,Large,Mixed-style,Edition,191,Focolare,q13cs4h0
192,Nascondiglio #192,"Nascondiglio, Edition half of pair 192 of 250. Ombra — the dark place and the small light someone carried in. Large scale, mixed-style, rendered deterministically from seed cyaul5fb. Its Twin is Cerino: free to claim for whoever holds this piece.",filament_1777667182999_0078_cyaul5fb_Ombra_large.webp,https://unrealfilament.art/edition/#192,Ombra,Large,Mixed-style,Edition,192,Cerino,cyaul5fb
193,Velario #193,"Velario, Edition half of pair 193 of 250. Ombra — the dark place and the small light someone carried in. Mixed scale, mixed-style, rendered deterministically from seed mc6rubzs. Its Twin is Ribalta: free to claim for whoever holds this piece.",filament_1777667200256_0096_mc6rubzs_Ombra_mixed.webp,https://unrealfilament.art/edition/#193,Ombra,Mixed,Mixed-style,Edition,193,Ribalta,mc6rubzs
194,Ghiaccio #194,"Ghiaccio, Edition half of pair 194 of 250. Glaciale — water held, and water moving again. Jumbo scale, beads, rendered deterministically from seed 6tsra6jg. Its Twin is Disgelo: free to claim for whoever holds this piece.",filament_1777569325789_0010_6tsra6jg_Glaciale_jumbo.webp,https://unrealfilament.art/edition/#194,Glaciale,Jumbo,Beads,Edition,194,Disgelo,6tsra6jg
195,Brina #195,"Brina, Edition half of pair 195 of 250. Glaciale — water held, and water moving again. Jumbo scale, beads, rendered deterministically from seed 68al9v5u. Its Twin is Ruscello: free to claim for whoever holds this piece.",filament_1777569330671_0017_68al9v5u_Glaciale_jumbo.webp,https://unrealfilament.art/edition/#195,Glaciale,Jumbo,Beads,Edition,195,Ruscello,68al9v5u
196,Gelo #196,"Gelo, Edition half of pair 196 of 250. Glaciale — water held, and water moving again. Jumbo scale, beads, rendered deterministically from seed 8bakm26h. Its Twin is Goccia: free to claim for whoever holds this piece.",filament_1777569566522_0048_8bakm26h_Glaciale_jumbo.webp,https://unrealfilament.art/edition/#196,Glaciale,Jumbo,Beads,Edition,196,Goccia,8bakm26h
197,Nevaio #197,"Nevaio, Edition half of pair 197 of 250. Glaciale — water held, and water moving again. Jumbo scale, beads, rendered deterministically from seed 1p6wj2j3. Its Twin is Torrente: free to claim for whoever holds this piece.",filament_1777569599207_0101_1p6wj2j3_Glaciale_jumbo.webp,https://unrealfilament.art/edition/#197,Glaciale,Jumbo,Beads,Edition,197,Torrente,1p6wj2j3
198,Cristallo #198,"Cristallo, Edition half of pair 198 of 250. Glaciale — water held, and water moving again. Jumbo scale, beads, rendered deterministically from seed boqn5k9n. Its Twin is Zampillo: free to claim for whoever holds this piece.",filament_1777569619356_0131_boqn5k9n_Glaciale_jumbo.webp,https://unrealfilament.art/edition/#198,Glaciale,Jumbo,Beads,Edition,198,Zampillo,boqn5k9n
199,Galaverna #199,"Galaverna, Edition half of pair 199 of 250. Glaciale — water held, and water moving again. Small scale, beads, rendered deterministically from seed ebq1s133. Its Twin is Polla: free to claim for whoever holds this piece.",filament_1777570067056_0031_ebq1s133_Glaciale_small.webp,https://unrealfilament.art/edition/#199,Glaciale,Small,Beads,Edition,199,Polla,ebq1s133
200,Seracco #200,"Seracco, Edition half of pair 200 of 250. Glaciale — water held, and water moving again. Mixed scale, thin, rendered deterministically from seed ti8yry62. Its Twin is Rivolo: free to claim for whoever holds this piece.",filament_1777666608010_0002_ti8yry62_Glaciale_mixed.webp,https://unrealfilament.art/edition/#200,Glaciale,Mixed,Thin,Edition,200,Rivolo,ti8yry62
201,Banchisa #201,"Banchisa, Edition half of pair 201 of 250. Glaciale — water held, and water moving again. Medium scale, beads, rendered deterministically from seed or707wm8. Its Twin is Piena: free to claim for whoever holds this piece.",filament_1777666632297_0028_or707wm8_Glaciale_medium.webp,https://unrealfilament.art/edition/#201,Glaciale,Medium,Beads,Edition,201,Piena,or707wm8
202,Nevischio #202,"Nevischio, Edition half of pair 202 of 250. Glaciale — water held, and water moving again. Large scale, thin, rendered deterministically from seed 7fa7hg69. Its Twin is Pioggia: free to claim for whoever holds this piece.",filament_1777666801636_0008_7fa7hg69_Glaciale_large.webp,https://unrealfilament.art/edition/#202,Glaciale,Large,Thin,Edition,202,Pioggia,7fa7hg69
203,Ghiacciolo #203,"Ghiacciolo, Edition half of pair 203 of 250. Glaciale — water held, and water moving again. Mixed scale, beads, rendered deterministically from seed lq1ttmc7. Its Twin is Stillicidio: free to claim for whoever holds this piece.",filament_1777667016716_0003_lq1ttmc7_Glaciale_mixed.webp,https://unrealfilament.art/edition/#203,Glaciale,Mixed,Beads,Edition,203,Stillicidio,lq1ttmc7
204,Crepaccio #204,"Crepaccio, Edition half of pair 204 of 250. Glaciale — water held, and water moving again. Medium scale, mixed-style, rendered deterministically from seed taiy8st2. Its Twin is Guado: free to claim for whoever holds this piece.",filament_1777667086500_0043_taiy8st2_Glaciale_medium.webp,https://unrealfilament.art/edition/#204,Glaciale,Medium,Mixed-style,Edition,204,Guado,taiy8st2
205,Coltre #205,"Coltre, Edition half of pair 205 of 250. Glaciale — water held, and water moving again. Large scale, mixed-style, rendered deterministically from seed w2vo7qsz. Its Twin is Sorgiva: free to claim for whoever holds this piece.",filament_1777667094308_0050_w2vo7qsz_Glaciale_large.webp,https://unrealfilament.art/edition/#205,Glaciale,Large,Mixed-style,Edition,205,Sorgiva,w2vo7qsz
206,Tormenta #206,"Tormenta, Edition half of pair 206 of 250. Glaciale — water held, and water moving again. Medium scale, mixed-style, rendered deterministically from seed 7v19anm7. Its Twin is Sereno: free to claim for whoever holds this piece.",filament_1777667195123_0090_7v19anm7_Glaciale_medium.webp,https://unrealfilament.art/edition/#206,Glaciale,Medium,Mixed-style,Edition,206,Sereno,7v19anm7
207,Gelicidio #207,"Gelicidio, Edition half of pair 207 of 250. Glaciale — water held, and water moving again. Jumbo scale, mixed-style, rendered deterministically from seed 58tbc4sn. Its Twin is Fontanile: free to claim for whoever holds this piece.",filament_1777667196211_0092_58tbc4sn_Glaciale_jumbo.webp,https://unrealfilament.art/edition/#207,Glaciale,Jumbo,Mixed-style,Edition,207,Fontanile,58tbc4sn
208,Slavina #208,"Slavina, Edition half of pair 208 of 250. Glaciale — water held, and water moving again. Large scale, mixed-style, rendered deterministically from seed nexmay04. Its Twin is Riflusso: free to claim for whoever holds this piece.",filament_1777667212342_0111_nexmay04_Glaciale_large.webp,https://unrealfilament.art/edition/#208,Glaciale,Large,Mixed-style,Edition,208,Riflusso,nexmay04
209,Crepuscolo #209,"Crepuscolo, Edition half of pair 209 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, beads, rendered deterministically from seed d6jznfyi. Its Twin is Alba: free to claim for whoever holds this piece.",filament_1777569259026_0004_d6jznfyi_Tramonto_mixed.webp,https://unrealfilament.art/edition/#209,Tramonto,Mixed,Beads,Edition,209,Alba,d6jznfyi
210,Vespro #210,"Vespro, Edition half of pair 210 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, beads, rendered deterministically from seed qfogvqyn. Its Twin is Mattino: free to claim for whoever holds this piece.",filament_1777569277279_0020_qfogvqyn_Tramonto_mixed.webp,https://unrealfilament.art/edition/#210,Tramonto,Mixed,Beads,Edition,210,Mattino,qfogvqyn
211,Imbrunire #211,"Imbrunire, Edition half of pair 211 of 250. Tramonto — the going down, and the warmer half of the same fading. Jumbo scale, beads, rendered deterministically from seed dof40p8g. Its Twin is Levata: free to claim for whoever holds this piece.",filament_1777569573546_0059_dof40p8g_Tramonto_jumbo.webp,https://unrealfilament.art/edition/#211,Tramonto,Jumbo,Beads,Edition,211,Levata,dof40p8g
212,Occaso #212,"Occaso, Edition half of pair 212 of 250. Tramonto — the going down, and the warmer half of the same fading. Jumbo scale, beads, rendered deterministically from seed 0xe9vank. Its Twin is Oriente: free to claim for whoever holds this piece.",filament_1777569587179_0081_0xe9vank_Tramonto_jumbo.webp,https://unrealfilament.art/edition/#212,Tramonto,Jumbo,Beads,Edition,212,Oriente,0xe9vank
213,Ponente #213,"Ponente, Edition half of pair 213 of 250. Tramonto — the going down, and the warmer half of the same fading. Jumbo scale, beads, rendered deterministically from seed pgtftnor. Its Twin is Levante: free to claim for whoever holds this piece.",filament_1777569617196_0127_pgtftnor_Tramonto_jumbo.webp,https://unrealfilament.art/edition/#213,Tramonto,Jumbo,Beads,Edition,213,Levante,pgtftnor
214,Sera #214,"Sera, Edition half of pair 214 of 250. Tramonto — the going down, and the warmer half of the same fading. Jumbo scale, beads, rendered deterministically from seed d3po9zma. Its Twin is Diana: free to claim for whoever holds this piece.",filament_1777569630766_0148_d3po9zma_Tramonto_jumbo.webp,https://unrealfilament.art/edition/#214,Tramonto,Jumbo,Beads,Edition,214,Diana,d3po9zma
215,Rossore #215,"Rossore, Edition half of pair 215 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, thin, rendered deterministically from seed hsixujzz. Its Twin is Fiamma: free to claim for whoever holds this piece.",filament_1777570069534_0034_hsixujzz_Tramonto_mixed.webp,https://unrealfilament.art/edition/#215,Tramonto,Mixed,Thin,Edition,215,Fiamma,hsixujzz
216,Brace #216,"Brace, Edition half of pair 216 of 250. Tramonto — the going down, and the warmer half of the same fading. Micro scale, beads, rendered deterministically from seed 28j99v9i. Its Twin is Favilla: free to claim for whoever holds this piece.",filament_1777570077311_0043_28j99v9i_Tramonto_micro.webp,https://unrealfilament.art/edition/#216,Tramonto,Micro,Beads,Edition,216,Favilla,28j99v9i
217,Rubino #217,"Rubino, Edition half of pair 217 of 250. Tramonto — the going down, and the warmer half of the same fading. Jumbo scale, thin, rendered deterministically from seed 5rpuzm99. Its Twin is Ambra: free to claim for whoever holds this piece.",filament_1777570081920_0047_5rpuzm99_Tramonto_jumbo.webp,https://unrealfilament.art/edition/#217,Tramonto,Jumbo,Thin,Edition,217,Ambra,5rpuzm99
218,Granata #218,"Granata, Edition half of pair 218 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, mixed-style, rendered deterministically from seed ktr3f3o1. Its Twin is Corallo: free to claim for whoever holds this piece.",filament_1777570198049_0013_ktr3f3o1_Tramonto_mixed.webp,https://unrealfilament.art/edition/#218,Tramonto,Mixed,Mixed-style,Edition,218,Corallo,ktr3f3o1
219,Melograno #219,"Melograno, Edition half of pair 219 of 250. Tramonto — the going down, and the warmer half of the same fading. Medium scale, thin, rendered deterministically from seed 45hyhcdi. Its Twin is Zafferano: free to claim for whoever holds this piece.",filament_1777570200524_0016_45hyhcdi_Tramonto_medium.webp,https://unrealfilament.art/edition/#219,Tramonto,Medium,Thin,Edition,219,Zafferano,45hyhcdi
220,Rame #220,"Rame, Edition half of pair 220 of 250. Tramonto — the going down, and the warmer half of the same fading. Small scale, beads, rendered deterministically from seed 7gozhfea. Its Twin is Oro: free to claim for whoever holds this piece.",filament_1777570282931_0061_7gozhfea_Tramonto_small.webp,https://unrealfilament.art/edition/#220,Tramonto,Small,Beads,Edition,220,Oro,7gozhfea
221,Cotto #221,"Cotto, Edition half of pair 221 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, mixed-style, rendered deterministically from seed 6a65ak1h. Its Twin is Miele: free to claim for whoever holds this piece.",filament_1777666812668_0020_6a65ak1h_Tramonto_mixed.webp,https://unrealfilament.art/edition/#221,Tramonto,Mixed,Mixed-style,Edition,221,Miele,6a65ak1h
